STABR,LIBNAME,ADDRESS,CITY,ZIP,CNTY
NY,FRANK J. BASLOE PUBLIC LIBRARY,245 NORTH MAIN STREET,HERKIMER,13350,HERKIMER
NY,ILION FREE PUBLIC LIBRARY,78 WEST STREET,ILION,13357,HERKIMER
NY,JORDANVILLE PUBLIC LIBRARY,189 MAIN STREET,JORDANVILLE,13361,HERKIMER
NY,LITTLE FALLS PUBLIC LIBRARY,10 WAVERLY PLACE,LITTLE FALLS,13365,HERKIMER
NY,MIDDLEVILLE FREE LIBRARY,1 SOUTH MAIN STREET,MIDDLEVILLE,13406,HERKIMER
NY,WELLER LIBRARY,41 WEST MAIN STREET,MOHAWK,13407,HERKIMER
NY,NEWPORT FREE LIBRARY,7390 MAIN STREET,NEWPORT,13416,HERKIMER
NY,OLD FORGE LIBRARY,220 CROSBY BOULEVARD,OLD FORGE,13420,HERKIMER
NY,POLAND DISTRICT PUBLIC LIBRARY,8849 MAIN STREET,POLAND,13431,HERKIMER
NY,KIRBY FREE LIBRARY OF SALISBURY,105 STATE ROUTE 29A,SALISBURY CENTER,13454,HERKIMER
NY,WEST WINFIELD LIBRARY,179 SOUTH STREET,WEST WINFIELD,13491,HERKIMER
NY,CANASTOTA PUBLIC LIBRARY,102 WEST CENTER STREET,CANASTOTA,13032,MADISON
NY,CAZENOVIA PUBLIC LIBRARY SOCIETY,100 ALBANY STREET,CAZENOVIA,13035,MADISON
NY,SULLIVAN FREE LIBRARY,101 FALLS BOULEVARD,CHITTENANGO,13037,MADISON
NY,DERUYTER FREE LIBRARY,735 UTICA STREET,DERUYTER,13052,MADISON
NY,EARLVILLE FREE LIBRARY,6 NORTH MAIN STREET,EARLVILLE,13332,MADISON
NY,HAMILTON PUBLIC LIBRARY,13 BROAD STREET,HAMILTON,13346,MADISON
NY,MORRISVILLE PUBLIC LIBRARY,83 EAST MAIN STREET,MORRISVILLE,13408,MADISON
NY,NEW WOODSTOCK FREE LIBRARY,2106 MAIN STREET,NEW WOODSTOCK,13122,MADISON
NY,ONEIDA PUBLIC LIBRARY,220 BROAD STREET,ONEIDA,13421,MADISON
NY,BARNEVELD FREE LIBRARY ASSOCIATION,118 BOON STREET,BARNEVELD,13304,ONEIDA
NY,ERWIN LIBRARY & INSTITUTE,POST & SCHUYLER STREET,BOONVILLE,13309,ONEIDA
NY,BRIDGEWATER FREE LIBRARY,408 PRITCHARD AVENUE,BRIDGEWATER,13313,ONEIDA
NY,CAMDEN LIBRARY ASSOCIATION,57 SECOND STREET,CAMDEN,13316,ONEIDA
NY,CLAYVILLE LIBRARY ASSOCIATION,2265 ONEIDA STREET,CLAYVILLE,13322,ONEIDA
NY,KIRKLAND TOWN LIBRARY,55 1/2 COLLEGE STREET,CLINTON,13323,ONEIDA
NY,HOLLAND PATENT FREE LIBRARY,9580 MAIN STREET,HOLLAND PATENT,13354,ONEIDA
NY,NEW HARTFORD PUBLIC LIBRARY,2 LIBRARY LANE,NEW HARTFORD,13413,ONEIDA
NY,NEW YORK MILLS PUBLIC LIBRARY,399 MAIN STREET,NEW YORK MILLS,13417,ONEIDA
NY,ORISKANY PUBLIC LIBRARY,621 UTICA STREET,ORISKANY,13424,ONEIDA
NY,C. W. CLARK MEMORIAL LIBRARY,160 NORTH MAIN STREET,ORISKANY FALLS,13425,ONEIDA
NY,PROSPECT FREE LIBRARY,915 TRENTON FALLS STREET,PROSPECT,13435,ONEIDA
NY,DIDYMUS THOMAS LIBRARY,9639 MAIN STREET,REMSEN,13438,ONEIDA
NY,"THE JERVIS PUBLIC LIBRARY ASSOCIATION, INC.",613 NORTH WASHINGTON STREET,ROME,13440,ONEIDA
NY,SHERRILL-KENWOOD FREE LIBRARY,543 SHERRILL ROAD,SHERRILL,13461,ONEIDA
NY,UTICA PUBLIC LIBRARY,303 GENESEE STREET,UTICA,13501,ONEIDA
NY,VERNON PUBLIC LIBRARY,4441 PETERBORO STREET,VERNON,13476,ONEIDA
NY,WATERVILLE PUBLIC LIBRARY,206 WHITE STREET,WATERVILLE,13480,ONEIDA
NY,WESTERN TOWN LIBRARY,9172 MAIN STREET,WESTERNVILLE,13486,ONEIDA
NY,DUNHAM PUBLIC LIBRARY,76 MAIN STREET,WHITESBORO,13492,ONEIDA
NY,WOODGATE FREE LIBRARY,11051 WOODGATE ROAD,WOODGATE,13494,ONEIDA
NY,GLOVERSVILLE PUBLIC LIBRARY,58 EAST FULTON STREET,GLOVERSVILLE,12078,FULTON
NY,JOHNSTOWN PUBLIC LIBRARY,38 SOUTH MARKET STREET,JOHNSTOWN,12095,FULTON
NY,NORTHVILLE PUBLIC LIBRARY,341 SOUTH THIRD STREET,NORTHVILLE,12134,FULTON
NY,AMSTERDAM FREE LIBRARY,28 CHURCH STREET,AMSTERDAM,12010,MONTGOMERY
NY,CANAJOHARIE LIBRARY AND ART GALLERY,2 ERIE BOULEVARD,CANAJOHARIE,13317,MONTGOMERY
NY,FROTHINGHAM FREE LIBRARY,28 WEST MAIN STREET,FONDA,12068,MONTGOMERY
NY,FORT HUNTER FREE LIBRARY,167 FORT HUNTER ROAD,AMSTERDAM,12010,MONTGOMERY
NY,FORT PLAIN FREE LIBRARY,19 WILLETT STREET,FORT PLAIN,13339,MONTGOMERY
NY,MARGARET REANEY MEMORIAL LIBRARY,19 KINGSBURY AVENUE,ST. JOHNSVILLE,13452,MONTGOMERY
NY,SCHENECTADY COUNTY PUBLIC LIBRARY,99 CLINTON STREET,SCHENECTADY,12305,SCHENECTADY
NY,THE COMMUNITY LIBRARY,110 UNION STREET,COBLESKILL,12043,SCHOHARIE
NY,MIDDLEBURGH LIBRARY,323 MAIN STREET,MIDDLEBURGH,12122,SCHOHARIE
NY,SCHOHARIE FREE LIBRARY ASSN.,103 KNOWER AVENUE,SCHOHARIE,12157,SCHOHARIE
NY,SHARON SPRINGS FREE LIBRARY,129 MAIN STREET,SHARON SPRINGS,13459,SCHOHARIE
NY,SHELTER ROCK PUBLIC LIBRARY,165 SEARINGTOWN ROAD,ALBERTSON,11507,NASSAU
NY,BALDWIN PUBLIC LIBRARY,2385 GRAND AVENUE,BALDWIN,11510,NASSAU
NY,BAYVILLE FREE LIBRARY,34 SCHOOL STREET,BAYVILLE,11709,NASSAU
NY,BELLMORE MEMORIAL LIBRARY,2288 BEDFORD AVENUE,BELLMORE,11710,NASSAU
NY,BETHPAGE PUBLIC LIBRARY,47 POWELL AVENUE,BETHPAGE,11714,NASSAU
NY,EAST MEADOW PUBLIC LIBRARY,1886 FRONT STREET,EAST MEADOW,11554,NASSAU
NY,EAST ROCKAWAY PUBLIC LIBRARY,477 ATLANTIC AVENUE,EAST ROCKAWAY,11518,NASSAU
NY,EAST WILLISTON PUBLIC LIBRARY,2 PROSPECT STREET,EAST WILLISTON,11596,NASSAU
NY,ELMONT PUBLIC LIBRARY,700 HEMPSTEAD TURNPIKE,ELMONT,11003,NASSAU
NY,FARMINGDALE PUBLIC LIBRARY,116 MERRITTS ROAD,FARMINGDALE,11735,NASSAU
NY,FLORAL PARK PUBLIC LIBRARY,17 CAROLINE PLACE,FLORAL PARK,11001,NASSAU
NY,FRANKLIN SQUARE PUBLIC LIBRARY,19 LINCOLN ROAD,FRANKLIN SQUARE,11010,NASSAU
NY,FREEPORT MEMORIAL LIBRARY,144 WEST MERRICK ROAD,FREEPORT,11520,NASSAU
NY,GARDEN CITY PUBLIC LIBRARY,60 SEVENTH STREET,GARDEN CITY,11530,NASSAU
NY,GLEN COVE PUBLIC LIBRARY,4 GLEN COVE AVENUE,GLEN COVE,11542,NASSAU
NY,GREAT NECK LIBRARY,159 BAYVIEW AVENUE,GREAT NECK,11023,NASSAU
NY,HEMPSTEAD PUBLIC LIBRARY,115 NICHOLS COURT,HEMPSTEAD,11550,NASSAU
NY,HEWLETT-WOODMERE PUBLIC LIBRARY,1125 BROADWAY,HEWLETT,11557,NASSAU
NY,HICKSVILLE FREE PUBLIC LIBRARY,169 JERUSALEM AVENUE,HICKSVILLE,11801,NASSAU
NY,ISLAND PARK PUBLIC LIBRARY,176 LONG BEACH ROAD,ISLAND PARK,11558,NASSAU
NY,ISLAND TREES PUBLIC LIBRARY,38 FARMEDGE ROAD,LEVITTOWN,11756,NASSAU
NY,JERICHO PUBLIC LIBRARY,1 MERRY LANE,JERICHO,11753,NASSAU
NY,LAKEVIEW PUBLIC LIBRARY,1120 WOODFIELD ROAD,ROCKVILLE CENTRE,11570,NASSAU
NY,PENINSULA PUBLIC LIBRARY,280 CENTRAL AVENUE,LAWRENCE,11559,NASSAU
NY,LEVITTOWN PUBLIC LIBRARY,1 BLUEGRASS LANE,LEVITTOWN,11756,NASSAU
NY,LOCUST VALLEY LIBRARY,170 BUCKRAM ROAD,LOCUST VALLEY,11560,NASSAU
NY,LONG BEACH PUBLIC LIBRARY,111 WEST PARK AVENUE,LONG BEACH,11561,NASSAU
NY,LYNBROOK PUBLIC LIBRARY,56 ELDERT STREET,LYNBROOK,11563,NASSAU
NY,MALVERNE PUBLIC LIBRARY,61 ST. THOMAS PLACE,MALVERNE,11565,NASSAU
NY,MANHASSET PUBLIC LIBRARY,30 ONDERDONK AVENUE,MANHASSET,11030,NASSAU
NY,MASSAPEQUA PUBLIC LIBRARY,40 HARBOR LANE,MASSAPEQUA PARK,11762,NASSAU
NY,MERRICK LIBRARY,2279 MERRICK AVENUE,MERRICK,11566,NASSAU
NY,MINEOLA MEMORIAL LIBRARY,195 MARCELLUS ROAD,MINEOLA,11501,NASSAU
NY,HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK,155 LAKEVILLE ROAD,NEW HYDE PARK,11040,NASSAU
NY,NORTH BELLMORE PUBLIC LIBRARY,1551 NEWBRIDGE ROAD,NORTH BELLMORE,11710,NASSAU
NY,NORTH MERRICK PUBLIC LIBRARY,1691 MEADOWBROOK ROAD,NORTH MERRICK,11566,NASSAU
NY,OCEANSIDE LIBRARY,30 DAVISON AVENUE,OCEANSIDE,11572,NASSAU
NY,OYSTER BAY-EAST NORWICH PUBLIC LIBRARY,89 EAST MAIN STREET,OYSTER BAY,11771,NASSAU
NY,PLAINEDGE PUBLIC LIBRARY,1060 HICKSVILLE ROAD,MASSAPEQUA,11758,NASSAU
NY,PLAINVIEW-OLD BETHPAGE PUBLIC LIBRARY,999 OLD COUNTRY ROAD,PLAINVIEW,11803,NASSAU
NY,PORT WASHINGTON PUBLIC LIBRARY,1 LIBRARY DRIVE,PORT WASHINGTON,11050,NASSAU
NY,ROCKVILLE CENTRE PUBLIC LIBRARY,221 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,11570,NASSAU
NY,ROOSEVELT PUBLIC LIBRARY,27 WEST FULTON AVENUE,ROOSEVELT,11575,NASSAU
NY,BRYANT LIBRARY,2 PAPER MILL ROAD,ROSLYN,11576,NASSAU
NY,SEA CLIFF VILLAGE LIBRARY,SEA CLIFF AND CENTRAL AVENUES,SEA CLIFF,11579,NASSAU
NY,SEAFORD PUBLIC LIBRARY,2234 JACKSON AVENUE,SEAFORD,11783,NASSAU
NY,SYOSSET PUBLIC LIBRARY,225 SOUTH OYSTER BAY ROAD,SYOSSET,11791,NASSAU
NY,UNIONDALE PUBLIC LIBRARY,400 UNIONDALE AVENUE,UNIONDALE,11553,NASSAU
NY,HENRY WALDINGER MEMORIAL LIBRARY,60 VERONA PLACE,VALLEY STREAM,11582,NASSAU
NY,WANTAGH PUBLIC LIBRARY,3285 PARK AVENUE,WANTAGH,11793,NASSAU
NY,WEST HEMPSTEAD PUBLIC LIBRARY,500 HEMPSTEAD AVENUE,WEST HEMPSTEAD,11552,NASSAU
NY,WESTBURY MEMORIAL PUBLIC LIBRARY,445 JEFFERSON STREET,WESTBURY,11590,NASSAU
NY,WILLISTON PARK PUBLIC LIBRARY,494 WILLIS AVENUE,WILLISTON PARK,11596,NASSAU
NY,RICHMOND MEMORIAL LIBRARY,19 ROSS STREET,BATAVIA,14020,GENESEE
NY,BYRON-BERGEN PUBLIC LIBRARY,13 SOUTH LAKE STREET,BERGEN,14416,GENESEE
NY,CORFU FREE LIBRARY,7 MAPLE AVENUE,CORFU,14036,GENESEE
NY,WOODWARD MEMORIAL LIBRARY,7 WOLCOTT STREET,LEROY,14482,GENESEE
NY,HAXTON MEMORIAL LIBRARY,3 NORTH PEARL STREET,OAKFIELD,14125,GENESEE
NY,PAVILION PUBLIC LIBRARY,5 WOODROW DRIVE,PAVILION,14525,GENESEE
NY,BARKER PUBLIC LIBRARY,8706 MAIN STREET,BARKER,14012,NIAGARA
NY,LEWISTON PUBLIC LIBRARY,305 SOUTH EIGHTH STREET,LEWISTON,14092,NIAGARA
NY,LOCKPORT PUBLIC LIBRARY,23 EAST AVENUE,LOCKPORT,14094,NIAGARA
NY,ROYALTON HARTLAND COMMUNITY LIBRARY,9 S. VERNON STREET,MIDDLEPORT,14105,NIAGARA
NY,NEWFANE PUBLIC LIBRARY,2761 MAPLE AVENUE,NEWFANE,14108,NIAGARA
NY,NIAGARA FALLS PUBLIC LIBRARY,1425 MAIN STREET,NIAGARA FALLS,14305,NIAGARA
NY,NORTH TONAWANDA PUBLIC LIBRARY,505 MEADOW DRIVE,NORTH TONAWANDA,14120,NIAGARA
NY,RANSOMVILLE FREE LIBRARY,3733 RANSOMVILLE ROAD,RANSOMVILLE,14131,NIAGARA
NY,SANBORN-PEKIN FREE LIBRARY,5884 WEST STREET,SANBORN,14132,NIAGARA
NY,WILSON COMMUNITY LIBRARY,265 YOUNG STREET,WILSON,14172,NIAGARA
NY,YOUNGSTOWN FREE LIBRARY,240 LOCKPORT STREET,YOUNGSTOWN,14174,NIAGARA
NY,HOAG LIBRARY OF THE SWAN LIBRARY ASSOCIATION,134 SOUTH MAIN STREET,ALBION,14411,ORLEANS
NY,COMMUNITY FREE LIBRARY,86 PUBLIC SQUARE,HOLLEY,14470,ORLEANS
NY,YATES COMMUNITY LIBRARY,15 NORTH MAIN STREET,LYNDONVILLE,14098,ORLEANS
NY,LEE-WHEDON MEMORIAL LIBRARY,620 WEST AVENUE,MEDINA,14103,ORLEANS
NY,ADAMS FREE LIBRARY,2 NORTH MAIN STREET,ADAMS,13605,JEFFERSON
NY,ADAMS CENTER FREE LIBRARY,18267 STATE ROUTE 177,ADAMS CENTER,13606,JEFFERSON
NY,MACSHERRY LIBRARY,112 WALTON STREET,ALEXANDRIA BAY,13607,JEFFERSON
NY,CROSBY PUBLIC LIBRARY,59 MAIN STREET,ANTWERP,13608,JEFFERSON
NY,PHILOMATHEAN FREE LIBRARY,8086 COUNTY ROUTE 75,BELLEVILLE,13611,JEFFERSON
NY,SALLY PLOOF HUNTER MEMORIAL LIBRARY,101 PUBLIC WORKS DRIVE,BLACK RIVER,13612,JEFFERSON
NY,BROWNVILLE-GLEN PARK LIBRARY ASSOCIATION,216 BROWN BOULEVARD,BROWNVILLE,13615,JEFFERSON
NY,CAPE VINCENT COMMUNITY LIBRARY,157 NORTH REAL STREET,CAPE VINCENT,13618,JEFFERSON
NY,CARTHAGE FREE LIBRARY,412 BUDD STREET,CARTHAGE,13619,JEFFERSON
NY,LYME FREE LIBRARY,12165 MAIN STREET,CHAUMONT,13622,JEFFERSON
NY,HAWN MEMORIAL LIBRARY,220 JOHN STREET,CLAYTON,13624,JEFFERSON
NY,DEPAUVILLE FREE LIBRARY,32333 COUNTY ROUTE 179,DEPAUVILLE,13632,JEFFERSON
NY,DEXTER FREE LIBRARY,120 EAST KIRBY STREET,DEXTER,13634,JEFFERSON
NY,EAST HOUNSFIELD FREE LIBRARY,19438 NYS ROUTE 3,WATERTOWN,13601,JEFFERSON
NY,ELLISBURG FREE LIBRARY,12117 NYS ROUTE 193,ELLISBURG,13636,JEFFERSON
NY,EVANS MILLS PUBLIC LIBRARY,8706 NOBLE STREET,EVANS MILLS,13637,JEFFERSON
NY,HENDERSON FREE LIBRARY,8939 NYS ROUTE 178,HENDERSON,13650,JEFFERSON
NY,ORLEANS PUBLIC LIBRARY,36263 NYS ROUTE 180,LAFARGEVILLE,13656,JEFFERSON
NY,MANNSVILLE FREE LIBRARY,108 LILAC PARK DRIVE,MANNSVILLE,13661,JEFFERSON
NY,BODMAN MEMORIAL LIBRARY,8 ALDRICH STREET,PHILADELPHIA,13673,JEFFERSON
NY,RODMAN PUBLIC LIBRARY,12509 SCHOOL STREET,RODMAN,13682,JEFFERSON
NY,HAY MEMORIAL LIBRARY,105 SOUTH BROAD STREET,SACKETS HARBOR,13685,JEFFERSON
NY,THERESA FREE LIBRARY,301 MAIN STREET,THERESA,13691,JEFFERSON
NY,THOUSAND ISLAND PARK LIBRARY,42743 ST. LAWRENCE AVENUE,THOUSAND ISLAND PARK,13692,JEFFERSON
NY,ROSWELL P. FLOWER MEMORIAL LIBRARY,229 WASHINGTON STREET,WATERTOWN,13601,JEFFERSON
NY,BEAVER FALLS LIBRARY,9607 LEWIS STREET,BEAVER FALLS,13305,LEWIS
NY,CONSTABLEVILLE LIBRARY,3158 MAIN STREET,CONSTABLEVILLE,13325,LEWIS
NY,CROGHAN FREE LIBRARY,9794 STATE ROUTE 812,CROGHAN,13327,LEWIS
NY,HARRISVILLE FREE LIBRARY,8209 MAIN STREET,HARRISVILLE,13648,LEWIS
NY,LOWVILLE FREE LIBRARY,5387 DAYAN STREET,LOWVILLE,13367,LEWIS
NY,LYONS FALLS LIBRARY,3918 HIGH STREET,LYONS FALLS,13368,LEWIS
NY,WILLIAM H. BUSH MEMORIAL LIBRARY,5605 WHITAKER ROAD,MARTINSBURG,13404,LEWIS
NY,OSCEOLA PUBLIC LIBRARY,2117 NORTH OSCEOLA ROAD,CAMDEN,13316,LEWIS
NY,PORT LEYDEN COMMUNITY LIBRARY,3145 CANAL STREET,PORT LEYDEN,13433,LEWIS
NY,B. ELIZABETH STRONG MEMORIAL LIBRARY,6312 EAST MAIN STREET,TURIN,13473,LEWIS
NY,CENTRAL SQUARE LIBRARY,637 SOUTH MAIN STREET,CENTRAL SQUARE,13036,OSWEGO
NY,FULTON PUBLIC LIBRARY,160 SOUTH FIRST STREET,FULTON,13069,OSWEGO
NY,HANNIBAL FREE LIBRARY,162 OSWEGO STREET,HANNIBAL,13074,OSWEGO
NY,MEXICO PUBLIC LIBRARY,3269 MAIN STREET,MEXICO,13114,OSWEGO
NY,COGSWELL FREE LIBRARY,1999 COUNTY ROUTE 2,ORWELL,13426,OSWEGO
NY,OSWEGO SCHOOL DISTRICT PUBLIC LIBRARY,120 EAST SECOND STREET,OSWEGO,13126,OSWEGO
NY,PARISH PUBLIC LIBRARY,3 CHURCH STREET,PARISH,13131,OSWEGO
NY,PHOENIX PUBLIC LIBRARY,34 ELM STREET,PHOENIX,13135,OSWEGO
NY,PULASKI PUBLIC LIBRARY,4917 NORTH JEFFERSON STREET,PULASKI,13142,OSWEGO
NY,ANNIE PORTER AINSWORTH MEMORIAL LIBRARY,6064 SOUTH MAIN STREET,SANDY CREEK,13145,OSWEGO
NY,CANTON FREE LIBRARY,8 PARK STREET,CANTON,13617,ST. LAWRENCE
NY,HEPBURN LIBRARY,84 MAIN STREET,COLTON,13625,ST. LAWRENCE
NY,CLIFTON COMMUNITY LIBRARY,7171 STATE HIGHWAY 3,CRANBERRY LAKE,12927,ST. LAWRENCE
NY,HEPBURN LIBRARY OF EDWARDS,205 MAIN STREET,EDWARDS,13635,ST. LAWRENCE
NY,READING ROOM ASSOCIATION OF GOUVERNEUR,60 CHURCH STREET,GOUVERNEUR,13642,ST. LAWRENCE
NY,HAMMOND FREE LIBRARY,17 MAIN STREET,HAMMOND,13646,ST. LAWRENCE
NY,HEPBURN LIBRARY OF HERMON,105 MAIN STREET,HERMON,13652,ST. LAWRENCE
NY,HEUVELTON FREE LIBRARY,57 STATE STREET,HEUVELTON,13654,ST. LAWRENCE
NY,HEPBURN LIBRARY OF LISBON,6899 COUNTY ROUTE 10,LISBON,13658,ST. LAWRENCE
NY,HEPBURN LIBRARY OF MADRID,11 CHURCH STREET,MADRID,13660,ST. LAWRENCE
NY,MASSENA PUBLIC LIBRARY,41 GLENN STREET,MASSENA,13662,ST. LAWRENCE
NY,MORRISTOWN PUBLIC LIBRARY,200 MAIN STREET,MORRISTOWN,13664,ST. LAWRENCE
NY,HEPBURN LIBRARY OF NORFOLK,1 HEPBURN STREET,NORFOLK,13667,ST. LAWRENCE
NY,NORWOOD PUBLIC LIBRARY,1 MORTON STREET,NORWOOD,13668,ST. LAWRENCE
NY,OGDENSBURG PUBLIC LIBRARY,312 WASHINGTON STREET,OGDENSBURG,13669,ST. LAWRENCE
NY,POTSDAM PUBLIC LIBRARY,2 PARK STREET,POTSDAM,13676,ST. LAWRENCE
NY,RICHVILLE FREE LIBRARY,87 MAIN STREET,RICHVILLE,13681,ST. LAWRENCE
NY,RUSSELL PUBLIC LIBRARY,24 PESTLE STREET,RUSSELL,13684,ST. LAWRENCE
NY,HEPBURN LIBRARY OF WADDINGTON,30 MAIN STREET,WADDINGTON,13694,ST. LAWRENCE
NY,ONONDAGA COUNTY PUBLIC LIBRARY,"THE GALLERIES, 447 S. SALINA ST.",SYRACUSE,13202,ONONDAGA
NY,BALDWINSVILLE PUBLIC LIBRARY,33 EAST GENESEE STREET,BALDWINSVILLE,13027,ONONDAGA
NY,MAXWELL MEMORIAL LIBRARY,14 GENESEE STREET,CAMILLUS,13031,ONONDAGA
NY,DEWITT COMMUNITY LIBRARY ASSOCIATION,SHOPPINGTOWN 3649 ERIE BLVD EAST,DEWITT,13214,ONONDAGA
NY,EAST SYRACUSE FREE LIBRARY,4990 JAMES STREET,EAST SYRACUSE,13057,ONONDAGA
NY,ELBRIDGE FREE LIBRARY,241 EAST MAIN STREET,ELBRIDGE,13060,ONONDAGA
NY,FAIRMOUNT COMMUNITY LIBRARY ASSOC.,406 CHAPEL DRIVE,SYRACUSE,13219,ONONDAGA
NY,FAYETTEVILLE FREE LIBRARY,300 ORCHARD STREET,FAYETTEVILLE,13066,ONONDAGA
NY,JORDAN BRAMLEY LIBRARY,15 MECHANIC STREET,JORDAN,13080,ONONDAGA
NY,LAFAYETTE PUBLIC LIBRARY,2577 ROUTE 11 NORTH,LAFAYETTE,13084,ONONDAGA
NY,LIVERPOOL PUBLIC LIBRARY,310 TULIP STREET,LIVERPOOL,13088,ONONDAGA
NY,MANLIUS LIBRARY,1 ARKIE ALBANESE AVENUE,MANLIUS,13104,ONONDAGA
NY,MARCELLUS FREE LIBRARY,32 MAPLE STREET,MARCELLUS,13108,ONONDAGA
NY,SALINA FREE LIBRARY,100 BELMONT ST.,MATTYDALE,13211,ONONDAGA
NY,MINOA LIBRARY,242 N. MAIN STREET,MINOA,13116,ONONDAGA
NY,ONONDAGA FREE LIBRARY,4840 WEST SENECA TURNPIKE,SYRACUSE,13215,ONONDAGA
NY,SOLVAY PUBLIC LIBRARY,615 WOODS ROAD,SOLVAY,13209,ONONDAGA
NY,TULLY FREE LIBRARY,12 STATE STREET,TULLY,13159,ONONDAGA
NY,AVON FREE LIBRARY,143 GENESEE STREET,AVON,14414,LIVINGSTON
NY,CALEDONIA LIBRARY ASSOCIATION,3108 MAIN STREET,CALEDONIA,14423,LIVINGSTON
NY,DANSVILLE PUBLIC LIBRARY,200 MAIN STREET,DANSVILLE,14437,LIVINGSTON
NY,WADSWORTH LIBRARY,24 CENTER STREET,GENESEO,14454,LIVINGSTON
NY,LIMA PUBLIC LIBRARY,1872 GENESEE STREET,LIMA,14485,LIVINGSTON
NY,LIVONIA PUBLIC LIBRARY,2 WASHINGTON STREET,LIVONIA,14487,LIVINGSTON
NY,MOUNT MORRIS LIBRARY,121 MAIN STREET,MOUNT MORRIS,14510,LIVINGSTON
NY,BELL MEMORIAL LIBRARY,16 EAST STREET,NUNDA,14517,LIVINGSTON
NY,BRIGHTON MEMORIAL LIBRARY,2300 ELMWOOD AVENUE,ROCHESTER,14618,MONROE
NY,SEYMOUR LIBRARY,161 EAST AVE,BROCKPORT,14420,MONROE
NY,CHILI PUBLIC LIBRARY,3333 CHILI AVENUE,ROCHESTER,14624,MONROE
NY,NEWMAN RIGA LIBRARY,1 VILLAGE PARK,CHURCHVILLE,14428,MONROE
NY,EAST ROCHESTER PUBLIC LIBRARY,317 MAIN STREET,EAST ROCHESTER,14445,MONROE
NY,FAIRPORT PUBLIC LIBRARY,1 VILLAGE LANDING,FAIRPORT,14450,MONROE
NY,GATES PUBLIC LIBRARY,902 ELMGROVE ROAD,ROCHESTER,14624,MONROE
NY,GREECE PUBLIC LIBRARY,2 VINCE TOFANY BOULEVARD,GREECE,14612,MONROE
NY,HENRIETTA PUBLIC LIBRARY,455 CALKINS ROAD,ROCHESTER,14623,MONROE
NY,PARMA PUBLIC LIBRARY,7 WEST AVENUE,HILTON,14468,MONROE
NY,TOWN OF MENDON PUBLIC LIBRARY,22 NORTH MAIN STREET,HONEOYE FALLS,14472,MONROE
NY,IRONDEQUOIT PUBLIC LIBRARY,1290 TITUS AVENUE,ROCHESTER,14617,MONROE
NY,PENFIELD PUBLIC LIBRARY,1985 BAIRD ROAD,PENFIELD,14526,MONROE
NY,PITTSFORD COMMUNITY LIBRARY,24 STATE STREET,PITTSFORD,14534,MONROE
NY,ROCHESTER PUBLIC LIBRARY,115 SOUTH AVENUE,ROCHESTER,14604,MONROE
NY,RUSH PUBLIC LIBRARY,5977 EAST HENRIETTA ROAD,RUSH,14543,MONROE
NY,SCOTTSVILLE FREE LIBRARY,28 MAIN STREET,SCOTTSVILLE,14546,MONROE
NY,OGDEN FARMERS` LIBRARY,269 OGDEN CENTER ROAD,SPENCERPORT,14559,MONROE
NY,WEBSTER PUBLIC LIBRARY,"WEBSTER PLAZA, 980 RIDGE ROAD",WEBSTER,14580,MONROE
NY,ALLENS HILL FREE LIBRARY,3818 COUNTY ROAD 40,BLOOMFIELD,14469,ONTARIO
NY,BRISTOL LIBRARY,6750 COUNTY ROAD 32,CANANDAIGUA,14424,ONTARIO
NY,WOOD LIBRARY ASSOCIATION,134 NORTH MAIN STREET,CANANDAIGUA,14424,ONTARIO
NY,CLIFTON SPRINGS LIBRARY,4 RAILROAD AVENUE,CLIFTON SPRINGS,14432,ONTARIO
NY,BLOOMFIELD PUBLIC LIBRARY,9 CHURCH STREET,BLOOMFIELD,14469,ONTARIO
NY,GENEVA PUBLIC LIBRARY,244 MAIN STREET,GENEVA,14456,ONTARIO
NY,GORHAM FREE LIBRARY,2664 MAIN STREET,GORHAM,14461,ONTARIO
NY,HONEOYE PUBLIC LIBRARY,8708 MAIN ST.,HONEOYE,14471,ONTARIO
NY,NAPLES LIBRARY,118 SOUTH MAIN STREET,NAPLES,14512,ONTARIO
NY,PHELPS COMMUNITY MEMORIAL LIBRARY,"8 BANTA STREET, SUITE 200",PHELPS,14532,ONTARIO
NY,VICTOR FARMINGTON LIBRARY,15 WEST MAIN STREET,VICTOR,14564,ONTARIO
NY,CLYDE-SAVANNAH PUBLIC LIBRARY,204 GLASGOW STREET,CLYDE,14433,WAYNE
NY,LYONS PUBLIC LIBRARY,122 BROAD STREET,LYONS,14489,WAYNE
NY,MACEDON PUBLIC LIBRARY,30 MAIN STREET,MACEDON,14502,WAYNE
NY,MARION PUBLIC LIBRARY,4036 MAPLE AVENUE,MARION,14505,WAYNE
NY,NEWARK PUBLIC LIBRARY,121 HIGH STREET,NEWARK,14513,WAYNE
NY,ONTARIO PUBLIC LIBRARY,1850 RIDGE ROAD,ONTARIO,14519,WAYNE
NY,PALMYRA COMMUNITY LIBRARY,402 EAST MAIN STREET,PALMYRA,14522,WAYNE
NY,RED CREEK FREE LIBRARY,6817 MAIN STREET,RED CREEK,13143,WAYNE
NY,ROSE FREE LIBRARY,4069 MAIN STREET,ROSE,14542,WAYNE
